世帯年収,2000万円以上,127,141,9.8,25.6,85.5,27.3,20.8,51.8,3.4,30.5,3.3,8.1,1.1
都市区分,特別区・政令指定都市・県庁所在地,4837,5889,13.6,14.3,74.2,20.5,15.4,39.5,5.4,15.5,1.5,13.5,3.3
都市区分,その他の市,5724,5230,11.1,15.1,73.1,18.7,14,35.3,5,12.3,1.6,14.8,3.2
都市区分,町・村,2643,2438,13.1,16,73,18.2,13,32.1,4.8,12.2,1.4,13.8,5.2
地方,北海道,226,550,12.2,14.7,75.4,16,14.3,32.6,4.3,9.6,1.6,14,3.1
地方,東北,1705,822,10.7,13.5,73.2,17.6,10.9,30.9,5.3,11.7,1,14.6,4.6
地方,北関東,833,680,10.8,14.3,70.5,17.5,13,34.9,3.7,11.2,3.1,17.5,4.2
地方,南関東,1208,4352,14.1,14.4,74.6,21.4,16.7,42.2,6.7,16.8,1.3,12.7,3.4
地方,北陸,1012,283,12.2,16.2,74.5,15.7,12.4,34.1,3.3,11.9,1.3,14.6,2.5
地方,甲信越,896,486,8.7,12.7,70,17.9,10.7,30.3,3.9,11,1.1,18.3,3.4
地方,東海,1268,1556,12.5,16.2,78.5,21.1,15.1,37.7,5.1,13.7,1.8,11.7,2.5
地方,近畿,1623,2255,13.6,16.8,71.6,18.6,15,35.2,4.2,13.1,1.7,14.9,3.9
地方,中国,1460,755,10,14.8,71.2,15.7,10.5,33.1,3.9,10.5,1.3,15.3,3
地方,四国,1022,367,10.6,15.3,70.8,17.7,12.6,29.4,2.9,8.8,1.4,15.7,3.8
地方,九州・沖縄,1951,1452,11.3,14,72.4,19.3,12.7,32.1,4.8,13.3,1.6,14.8,4.5
都道府県,01北海道,226,550,12.2,14.7,75.4,16,14.3,32.6,4.3,9.6,1.6,14,3.1
都道府県,02青森県,282,112,9.9,8.2,67.1,15,8.8,28,5.4,10.9,1.3,20.4,5.6
都道府県,03岩手県,254,104,11.7,14,77,15.9,14.4,32.6,4.6,14.8,0.4,14,2.4
都道府県,04宮城県,302,242,9.6,13.2,76.2,18.1,11.4,30.4,5.5,9.5,- ,12.4,5.3
都道府県,05秋田県,282,88,10.3,12.3,68.8,16.1,10.9,26.6,2.9,12.6,2.9,14.3,8.3
都道府県,06山形県,336,97,10.3,15.8,70.4,18.8,12.5,30.9,2.8,11,1.2,17.9,3.1
都道府県,07福島県,249,179,12.7,16.2,74.5,19.6,8.6,34.5,7.9,13.1,1.3,12.8,3.1
都道府県,08茨城県,263,292,11.4,14.2,67.1,15.4,12.7,30.4,4.3,10.9,2.6,19.8,3.2
都道府県,09栃木県,296,200,11.4,14.1,75.7,20.4,14,38.1,3.2,12.4,2.9,12.9,6.1
都道府県,10群馬県,274,188,9.3,14.8,70.4,17.6,12.3,38.6,3.2,10.3,4.1,18.8,3.8
都道府県,11埼玉県,294,790,13,14.6,77.1,18.2,15,45,7.9,15,0.8,10.3,4.1
都道府県,12千葉県,274,672,11.2,14.1,74.1,19.3,16.4,39.1,8,16.1,1.6,12.9,2.6
都道府県,13東京都,344,1820,14.7,14.2,72.4,24.5,17.7,42.6,5.9,18.4,0.8,14.7,2.8
都道府県,14神奈川県,296,1070,15.7,14.7,76.7,20,16.6,41.3,6.4,15.7,2.2,10.9,4.4
都道府県,15新潟県,306,206,8.4,10.2,67.9,17.6,9.4,30.8,3.2,9.3,0.7,21.1,3.7
都道府県,16富山県,389,101,12.7,13.3,74.9,14.3,11.4,30.4,2.1,11.7,1.5,15.4,3.2
都道府県,17石川県,322,112,13.8,19.5,76.2,17.3,14.8,38.6,4.5,13.5,1.1,12.5,0.9
都道府県,18福井県,301,70,9,15.2,71.4,15.3,10.2,32.1,3.1,9.5,1.4,16.9,4.1
都道府県,19山梨県,289,80,9.2,14.1,74.1,16.4,14,41.9,6,13.4,0.6,12.4,4.3
都道府県,20長野県,301,200,8.8,14.8,70.6,18.8,10.8,25.1,3.8,11.9,1.6,17.8,2.7
都道府県,21岐阜県,339,192,10.1,12.5,71.2,14.9,13.8,27.3,2.8,12.2,2,17,2.8
都道府県,22静岡県,327,371,9.7,14,75.8,21.8,12.3,36.9,3.3,13,1.6,13.1,4.5
都道府県,23愛知県,328,816,14.8,17.7,81.9,22.4,17.7,41.3,6.3,13.8,1.9,9.9,1.2
都道府県,24三重県,274,177,10.3,17.5,75.8,20.2,10.6,34.2,5.8,16.3,1.7,11.7,4.1
都道府県,25滋賀県,298,144,7.1,18.3,72.1,21.1,12.1,33,6,12.8,0.8,16.5,1.5
都道府県,26京都府,291,306,10.9,15.7,70.5,19.2,13.7,41.7,5.2,15.2,2.5,15.7,3.9
都道府県,27大阪府,227,978,15.8,17.7,70.5,19.6,16.2,31.7,3.5,12.2,1.6,15.3,4.2
都道府県,28兵庫県,270,603,15.3,16.5,74.2,16.9,14.6,38.2,3.9,13.9,1.6,12.9,3.9
都道府県,29奈良県,305,137,8.2,13.5,72,14.9,14.5,34.8,6.7,13.3,2.4,15.5,4.2
都道府県,30和歌山県,232,87,5.6,14.4,69.1,18.2,14.3,36.6,4.3,10.7,1.2,16.7,5
都道府県,31鳥取県,256,49,10.2,14.7,68.1,12.4,12.2,26.2,3.1,10.6,2.1,19.9,4.2
都道府県,32島根県,310,62,11.5,14.8,68.7,15.4,8.6,32.6,4.3,13.7,2.2,15.7,4.8
都道府県,33岡山県,296,194,9.3,17,71.5,16.3,8.4,33.6,4.7,10.6,1.7,14.5,4.5
都道府県,34広島県,313,312,11.1,14.8,72.9,14.9,12.3,35.4,3.8,9.8,1.2,14.1,1.4
都道府県,35山口県,285,137,8,11.6,69.2,18.2,9.5,29.7,3,10.4,0.4,17.5,3.3
都道府県,36徳島県,261,71,6.8,14.9,70.7,22.3,8.2,29.1,1.7,9.5,1.1,14.7,5
都道府県,37香川県,288,96,11.8,15.5,71.2,19.2,15.8,30.6,4.4,10.4,0.9,16.9,3.4
都道府県,38愛媛県,249,130,8.1,13.5,72,15.6,12.6,29.6,2.7,8.3,1,15.8,2.5
都道府県,39高知県,224,70,17.3,19,68.2,14.8,12.6,27.8,2.6,7.1,3,14.7,5.4
都道府県,40福岡県,282,576,10.6,13.5,73.7,22.3,13.4,35.9,4.9,14.7,2.1,14.1,3.6
都道府県,41佐賀県,299,74,14.5,11.4,67.7,16.9,10.5,24,3.5,8.8,0.4,19.6,4.2
都道府県,42長崎県,291,125,9.3,11.8,74,17.8,15.6,30.2,4.2,14.1,1.2,15.3,3
都道府県,43熊本県,245,160,9.7,14.7,70.2,15.5,13.8,28.3,6,11.9,0.8,15.3,8.2
都道府県,44大分県,246,110,12.8,16.1,66.8,18.6,11.8,27.3,3.4,9.1,1.1,17.8,7.2
都道府県,45宮崎県,222,106,6.8,12.7,71.6,17.7,13.4,26.6,3,10.1,1.2,18.5,2.3
都道府県,46鹿児島県,212,158,10.1,15.1,71.7,17.6,10.6,32.9,4.1,10.7,2.8,12.4,5.5
都道府県,47沖縄県,154,144,19.2,16.3,76.5,17.4,9.7,33.2,6.9,18.9,0.7,11.8,4.3
