世帯類型,大人が３人以上＋子ども,772,655,80.6,34.4,96.9,80.1,10.5,99.8,32.7,98.1,58.6,83.4,15.4,63.7,15.5,16.6,40.1,25.2,18.6,0.1
世帯類型,大人が３人以上のみ,3007,2409,85.6,40.6,97.4,78.5,10.7,98.6,35,94.4,39.2,75,9.4,33.5,12.2,15.4,47.7,33.6,16.8,0.3
世帯年収,200万円未満,2453,2135,54.9,17.9,87.5,62.1,14.7,87.6,32.1,71.1,16.3,35.6,2.2,10.2,2.9,3.2,39,28.1,12.3,1.2
世帯年収,200～400万円未満,4339,4118,60.4,25.8,90.8,71.7,11.1,97.1,29.2,87.6,25.4,57.7,5.2,19,4.5,7.4,42.6,30.6,14.4,0.4
世帯年収,400～600万円未満,3003,3109,49.9,25.6,91.2,72.9,12.1,99.3,23.2,96.2,41.3,69.8,11.5,40.3,10,16,35.1,24.7,12.8,0
世帯年収,600～800万円未満,2311,2354,51.2,22.4,93.1,75.4,10.7,99.6,22,97,46.9,78.6,15.4,49,9.8,21.9,36.6,23.5,15.2,0
世帯年収,800～1000万円未満,1440,1568,51.4,24.5,97,81.7,9.9,99.5,21.9,98.5,53.6,85.3,19.3,55,13,26.5,31.1,21.6,11.5,0
世帯年収,1000～1500万円未満,1104,1278,59.1,29,94.2,79.4,11.5,99.7,20.6,98.2,59.6,87.3,19.9,54.8,18.4,33.1,39.1,24.8,16.2,- 
世帯年収,1500～2000万円未満,221,343,46.5,28.3,86.3,77.3,8.3,100,17.6,99,70.9,94.3,31.8,50,17.1,41,35.4,19.9,16.3,- 
世帯年収,2000万円以上,133,147,73,51.3,93.8,85.9,4.4,99.2,27.2,94.1,68.5,93.1,35.2,30.6,11.8,24.7,32.8,27,13.6,- 
都市区分,特別区・政令指定都市・県庁所在地,5414,6512,48.6,22.9,90.1,72,11.4,97.4,23.2,91.8,41.6,71,13.4,35.9,9.1,17.1,34.8,23.7,12.9,0.3
都市区分,その他の市,6761,5959,57.8,25.5,91.9,74.3,10.5,96.7,26.9,89.8,36.2,63.3,9.8,33.6,8.3,14.8,39.2,28.1,13.5,0.2
都市区分,町・村,3129,2833,63.3,26,93.7,71.6,13.6,96.4,28.9,89,32,62.5,8.8,31,8,14.7,41.1,27.3,15.9,0.5
地方,北海道,275,677,54.4,24.6,91,72.7,11.1,94.9,25.5,85.9,31.5,59.4,7.9,31.9,11.2,11.6,38.2,27.5,12.3,1.4
地方,東北,2028,961,58.6,23.7,93.7,74.4,11.7,96.3,29.5,87.6,32.4,60,8.3,30,7,12.9,42.9,31.7,13.8,0.2
地方,北関東,946,765,59.4,23.1,92.7,77,8.8,97.1,25.4,90.1,34.9,61,9.8,36.3,6.3,13.8,39.5,26.9,16,0.1
地方,南関東,1337,4773,50.2,23.6,89.3,71.3,11.4,97.7,23.4,92.4,43.6,72,15.9,38.4,10,19.8,36.6,23.8,14.8,0.3
地方,北陸,1129,319,59.9,21.7,93.4,75.5,12.3,97.5,31,90.4,39.6,71.7,8.4,37.6,9.1,17.7,40.8,27.2,16.2,0.1
地方,甲信越,1041,557,65.3,27.2,94.8,75.2,12.4,97.1,27.9,90.9,35,62.6,6.9,29.5,8,12.6,42,30.6,14.7,- 
地方,東海,1402,1714,57.2,27.4,93.1,72.5,11.3,97.9,26.1,92.9,38.6,67.6,10.4,36.1,8.6,14.2,37.8,26.5,13.4,0.2
地方,近畿,1830,2534,58.8,26.6,92.1,73.2,12.6,96.2,24.2,90.1,37,67.2,9.4,33.8,8.9,14.7,39.3,27.8,13.7,0.3
地方,中国,1749,857,56.6,25.2,93.7,75.2,11.5,97.7,28.5,89.8,34,64.2,9.2,31.4,7.8,15.3,36.5,25.2,12.7,0.3
地方,四国,1241,447,59,20,92.2,72.9,10.4,94.3,28.4,86.1,27.3,58,7.2,25.5,5.5,12.4,35.6,25.5,11.7,0.3
地方,九州・沖縄,2326,1701,49.8,22.4,90.9,71.5,11.2,96.5,28.2,88.5,33,60.8,8.6,27.3,6.5,13.8,33.4,24.5,10.4,0.3
都道府県,01北海道,275,677,54.4,24.6,91,72.7,11.1,94.9,25.5,85.9,31.5,59.4,7.9,31.9,11.2,11.6,38.2,27.5,12.3,1.4
都道府県,02青森県,348,140,63.8,19.1,95.5,74.7,13.8,91.6,31,81.3,27.1,50.5,6.2,24.2,6,8.3,41.1,32.1,11.6,0.3
都道府県,03岩手県,342,135,59.5,25.8,95.4,77,11.1,94.2,26.6,83.6,28.2,52.2,5.7,27.6,3.9,9,45.6,32,16.2,0.2
都道府県,04宮城県,341,268,51.5,22.4,94.3,77.2,9.6,98.5,29.5,89.2,37.2,67.5,10.9,33.2,7.6,17,45,33.7,13.4,- 
都道府県,05秋田県,333,105,65.1,21.2,92.5,74.6,9.8,95.6,30.5,86.7,26.8,52.6,6.7,23.2,7.7,11.2,42.9,30.5,15.3,0.2
都道府県,06山形県,374,109,67.1,30.3,93.3,77.1,8,97.1,29.8,91.8,35.4,66.6,9.6,30.2,7.9,11.6,44.8,31.3,16.8,0.6
都道府県,07福島県,290,204,55.6,24.8,91.6,67.1,16.6,97.9,29.7,90.6,34,62.1,8.2,34.9,8.2,14.9,38.4,29.2,11.9,- 
都道府県,08茨城県,290,325,57.1,22.8,94.7,77.7,10,96.7,22,91.3,35.8,63.2,7.2,33.7,6.6,14,36.2,23.6,17.5,- 
都道府県,09栃木県,325,219,58.9,23,92,77.1,7.3,96.9,27,89.5,36,62.2,9.9,41.5,6.1,13.7,41.6,28.3,15.5,0.2
都道府県,10群馬県,331,221,63.4,23.6,90.6,75.9,8.4,97.7,28.7,88.8,32.7,56.6,13.5,34.9,6.2,13.5,42.1,30.5,14.4,- 
都道府県,11埼玉県,315,869,57.5,24.1,94,72.9,13.4,97.7,26.2,91.2,32.7,67.7,10.5,40,11.8,17.3,36.9,23.6,16.9,- 
都道府県,12千葉県,316,761,55.7,29.1,91.5,78.3,7.2,96.6,23,91.9,35.5,63,17.1,34.5,9.3,18.4,39.1,25.2,17.1,1.8
都道府県,13東京都,381,1984,43.8,19.4,86.1,67.3,11,97.9,20.5,93.5,51.3,76.8,18.2,38.2,9.1,23.5,33.4,21,13.8,0.2
都道府県,14神奈川県,325,1158,52.2,27,89.6,72.2,13.1,97.9,26.4,91.8,44,72.9,15.2,39.9,10.7,16.2,40,27.9,13.5,- 
都道府県,15新潟県,351,237,65.4,25.2,95.9,77.6,13.7,97.3,30.6,90.1,34.5,59,7.7,30.1,8.1,10.2,41.1,31.7,13.4,- 
都道府県,16富山県,427,111,67.6,22.1,92.7,74.2,10.7,97.5,30.9,93.1,44.8,73.6,6.9,38.7,11.6,18,42.1,27.4,17.6,- 
都道府県,17石川県,355,128,53.7,22.7,94.1,78,13.2,97.6,29.6,88.8,36.6,69.8,9.7,36.2,6.8,18.8,41.6,28.9,14.9,- 
都道府県,18福井県,347,80,59,19.4,93.1,73.3,13.1,97.2,33.3,89,37,72.3,8.3,38.2,9.5,15.5,37.8,24.2,16.1,0.3
都道府県,19山梨県,351,93,62.3,29.4,92.4,70.3,12.5,96,26.5,89.5,38.4,61.1,9.6,30.5,9.2,12.4,41.3,27.8,16.6,- 
都道府県,20長野県,339,228,66.4,28.4,94.6,74.8,11.1,97.3,25.5,92.4,34.1,66.9,5,28.4,7.4,15,43.2,30.5,15.4,- 
都道府県,21岐阜県,374,214,63,25.9,95.7,74.9,11,98.1,29,89.4,33.6,63.9,6.6,30.1,4.7,12.3,33.1,26,9.3,- 
都道府県,22静岡県,364,407,62.2,33.9,93.5,71.3,12.4,98.3,26.8,92.2,35.2,67.1,7.8,34.8,8.1,14.5,40.8,29,15.5,- 
都道府県,23愛知県,349,888,52.2,24.5,92.3,72.4,10.3,98.1,24.9,94.7,41.7,68.5,12.6,37.4,9.9,14.8,38,26,13.4,0.3
都道府県,24三重県,315,204,62.9,28,92.8,73.4,13.9,96.2,26.6,89.8,37.1,69.1,10.1,39.5,8.3,13.3,35.5,23.8,13.3,0.5
都道府県,25滋賀県,328,157,63.8,29.1,91.1,68.8,14.8,97,33,91,39.3,73.3,7.4,36.6,7.9,19.5,36.3,27.2,13.2,- 
都道府県,26京都府,309,325,58.7,32.5,91.5,75.2,10.8,99.7,20.3,92.7,37,71.6,7.1,33.4,9,15.5,33.7,20.7,13.9,- 
都道府県,27大阪府,268,1135,55.9,22.3,90.2,67.9,15.6,94.1,25,89.1,35.2,64.2,10.2,33.4,8.3,11.9,40.4,29.7,13.2,0.6
都道府県,28兵庫県,297,660,60.7,30.1,94.7,80,9.6,97.7,20.8,90.9,41.3,70,11.1,35.1,10.4,19.2,41.5,28.8,14.8,- 
都道府県,29奈良県,340,150,66.4,31.1,95.3,78.9,8.3,98.3,28.4,91.5,37.3,68.4,6,34.5,9.6,11.8,40.3,28,14.4,0.3
都道府県,30和歌山県,288,108,60.9,23.9,95.4,80.2,7.2,95.1,29,84.5,25.6,57,5.1,25.7,4.6,10.4,33.6,23.1,12.6,0.4
都道府県,31鳥取県,331,60,58.5,24.3,89.9,73.4,10.2,95,32.4,85.9,27.4,58.6,6.4,27.4,6.5,8.9,39.7,30.1,11.9,0.5
都道府県,32島根県,382,74,57.8,24.8,94.4,78,9.6,96.4,31.2,85.2,28.5,63.3,8.1,29.2,8.7,16,35.6,26.7,9.8,0.4
都道府県,33岡山県,341,219,58.2,29.8,94.6,75.3,11.8,97.9,31,90.8,33.4,62.7,10.5,32.4,6.2,16.3,33.6,24,10.5,0.3
都道府県,34広島県,345,340,54.2,23.6,93.8,74.8,12.2,98.5,25.2,92,36.2,67.5,9.1,32.7,8.7,16.9,35.4,23.7,12.9,0.2
都道府県,35山口県,350,164,58.1,22.9,93.4,75.6,10.8,97.2,29.4,87.2,35.1,61.6,9.3,29.7,8.3,13,42.1,27.7,17.1,0.2
都道府県,36徳島県,312,84,58.7,20,91.1,67.8,13.3,94.9,27.9,85.9,29.6,60.8,6.7,25.8,5.6,13.9,37.1,26.9,12.4,1.1
都道府県,37香川県,333,112,57.4,19.3,90.2,73.9,8.4,95.8,30,88.8,28.5,60.6,7.8,24.5,5.2,11.6,34.8,24.5,11.3,0.5
都道府県,38愛媛県,320,165,58.1,21.5,94.3,74.8,10.1,91.4,24.5,84.5,27.2,54.7,8.1,24.4,5.6,12,34.6,25.5,10.4,- 
都道府県,39高知県,276,86,63.4,18.1,92.1,72.8,11,97.1,34.1,86,23.9,58.2,5.2,28.6,5.6,12.7,37.2,25.2,14,- 
都道府県,40福岡県,310,635,50.1,26.8,90.7,71.9,12.1,96.8,20.3,92.2,35.6,67.6,9.2,27,8.3,16.1,31.4,21.6,11.3,0.3
都道府県,41佐賀県,342,86,59.2,21.8,90.9,74.5,10,97.7,31.3,89.5,32.7,64.4,8.8,27,5.3,14.1,34.7,24.5,11.8,0.2
都道府県,42長崎県,323,153,56.4,24.7,93.7,69.3,13.1,96.9,36.8,83.5,28.2,56.9,7.8,27.8,6.8,12.3,35.3,26.4,9.7,0.9
都道府県,43熊本県,308,197,50.7,24,93.8,75.2,9.1,96.6,33.2,87,35.4,60.2,8.8,35.2,5,14,37.1,30.1,9.6,- 
都道府県,44大分県,306,134,55.8,22.6,91.4,71,11.9,94.7,36.3,85.4,32.3,59.2,9.7,27.1,6.1,14.3,28,19.5,10.9,0.4
都道府県,45宮崎県,278,129,47.7,23,92,76.5,8.8,98.3,32.8,90.5,29.9,52.5,6.7,22.2,6.3,12,41.2,31.6,12,0.2
都道府県,46鹿児島県,275,199,49.6,15,92.2,67.6,11.8,94,30.2,83,23.4,50.3,6.9,24.9,3.9,9.3,28.6,21.5,7.6,0.4
都道府県,47沖縄県,184,169,34.3,10.9,82.6,67.6,9.8,97.4,30.2,87.9,39.3,57.4,9.4,26,5.3,11.9,37.9,28.8,10.1,- 
