世帯年収,800～1000万円未満,1422,1556,95.8,66.9,37.4,51,38.6,38.2,63.5,30.5,41.2,8.3,1.8,2.2,2
世帯年収,1000～1500万円未満,1092,1270,95.3,71.2,35.1,53.8,40.4,41.9,68.2,31.7,40.8,11.1,1.8,3,1.8
世帯年収,1500～2000万円未満,217,339,98.3,84.2,22.9,62.2,42.8,42.5,81.7,31.8,42,11.3,2,1.3,0.4
世帯年収,2000万円以上,127,141,98.5,81.7,46.7,71.7,51.8,47.5,69.8,28.7,40.8,8.6,0.7,0.3,1.2
都市区分,特別区・政令指定都市・県庁所在地,4837,5889,92.4,58.5,32.5,44.1,36.4,39.2,57.2,32.7,39.7,9.6,2,4.5,3.1
都市区分,その他の市,5724,5230,92.1,54.5,35.4,42.5,33.9,34,52.8,29.6,35.3,6.8,1.9,4.9,3
都市区分,町・村,2643,2438,90.7,51.4,41.4,39.2,34.8,35,48.9,32.8,36,6.5,1.6,4.8,4.4
地方,北海道,226,550,94.1,57.5,36.1,41.6,34.2,33.8,54.1,29.6,32.8,6.8,1.6,4.2,1.7
地方,東北,1705,822,90.2,51.1,38.8,40.2,34.6,32.1,45.9,29.1,31.4,6.8,1.6,5.5,4.2
地方,北関東,833,680,91.1,51.7,39.4,37.4,33.6,34.9,51,33.3,37,6.2,2.3,5.5,3.5
地方,南関東,1208,4352,92.5,62.5,32.8,46.7,38.3,40.3,59.9,32.1,43.3,10.4,1.9,3.9,3.6
地方,北陸,1012,283,90.2,52.8,38.3,43.8,33.6,31.4,51.5,30.7,31.5,5.8,3.5,7.3,2.5
地方,甲信越,896,486,89.7,50.1,38,39.4,33.3,33.1,47.8,31.4,30.2,6.4,2.5,6.9,3.4
地方,東海,1268,1556,93.5,55,34.2,43.8,36,37.9,56.9,35.3,37.2,7.1,1.9,4.3,2.1
地方,近畿,1623,2255,92.6,52.8,33.1,42.4,32.5,34.9,50.8,30.7,35.3,7.3,1.4,4.1,3.3
地方,中国,1460,755,92,50.7,38.3,40.4,31.5,30.7,49.4,29.3,31.8,5.8,2.1,4.9,3.1
地方,四国,1022,367,91.1,50,40,39.7,29.9,32,48.4,26.7,29.8,5.2,2,5.5,3.5
地方,九州・沖縄,1951,1452,89.5,50.6,38.4,36.5,34.2,36.2,50.6,31,36.4,7,1.8,6.4,4.1
都道府県,01北海道,226,550,94.1,57.5,36.1,41.6,34.2,33.8,54.1,29.6,32.8,6.8,1.6,4.2,1.7
都道府県,02青森県,282,112,89.4,47.5,37.7,37.8,34.3,32.6,47.8,27.8,28.3,7.3,2.2,5.7,5
都道府県,03岩手県,254,104,94.2,55.4,42.4,38.6,36.3,30.8,46.4,29.7,31.1,5.4,2.1,4.2,1.6
都道府県,04宮城県,302,242,91.2,54.6,37.2,41.5,39.3,29.6,49.3,28.9,33.3,6.3,1.8,4.2,4.6
都道府県,05秋田県,282,88,84.9,40.4,40.4,36.3,29.2,29.8,43.6,29.7,29.6,9.5,1.4,8,7.2
都道府県,06山形県,336,97,90.9,49.6,40.1,39.6,33.6,39.3,42.3,33.2,33.5,6.9,3.1,5.3,3.8
都道府県,07福島県,249,179,89.4,52.2,38.1,43,30.6,33,42.8,27.3,30.9,6.6,- ,6.9,3.7
都道府県,08茨城県,263,292,89.7,50.7,39,37.8,32.6,31.7,53.3,35.5,32.7,6.5,3,6.9,3.4
都道府県,09栃木県,296,200,90.9,55.1,39,35.9,35.7,35.4,49.2,28.4,41.2,5.5,3,4.7,4.4
都道府県,10群馬県,274,188,93.2,49.8,40.2,38.2,33,39.2,49.4,35,39.2,6.6,0.4,4.2,2.6
都道府県,11埼玉県,294,790,91,56.9,33.2,44.1,34.6,32.3,56.5,34.6,35.2,6.6,2.2,4.1,5
都道府県,12千葉県,274,672,93.6,59.3,34.4,48.6,32.1,35.2,58,27.3,47.7,5.7,0.9,4.1,2.3
都道府県,13東京都,344,1820,93.5,67.5,31.1,46.6,41.9,44.6,61.8,32.3,46.3,13.5,1.7,3.2,3.3
都道府県,14神奈川県,296,1070,91.3,60.2,34.1,47.4,38.9,41.9,60.4,32.6,41.5,10.9,2.7,4.9,3.8
都道府県,15新潟県,306,206,89.7,48,35,35.1,31.4,34.3,50.4,34.5,30.7,5.9,3.4,6.4,4
都道府県,16富山県,389,101,89.6,57.1,36.5,48,28.7,28,45.5,31,29.7,4.2,4.8,7.8,2.6
都道府県,17石川県,322,112,91.9,53.2,39.3,43.7,37.1,34.2,57.3,30,31.5,6,3.5,6.9,1.2
都道府県,18福井県,301,70,88.6,45.8,39.3,37.9,35,31.8,50.9,31.3,34.1,7.7,1.5,7.1,4.3
都道府県,19山梨県,289,80,91,48.8,44.6,41,34.4,35,49.9,33.7,34.8,6.1,2.1,5.3,3.7
都道府県,20長野県,301,200,89.2,52.8,38.4,43.2,34.8,31.1,44.3,27.3,27.9,7,1.6,8.2,2.6
都道府県,21岐阜県,339,192,88.7,43.3,38,39.7,35.8,31.9,50.3,27.2,30.5,3.8,1.2,7.8,3.4
都道府県,22静岡県,327,371,92.1,51,37.9,45.6,38.7,36.7,52.1,34.3,35.6,7.4,1.4,4.4,3.5
都道府県,23愛知県,328,816,95.7,59.1,31.2,44.5,35.2,39.7,60.8,38.1,40.1,8,2.6,3.3,1
都道府県,24三重県,274,177,92,57.7,36.5,40.9,34.2,38.6,56.1,33.4,34.4,6,0.7,5.1,2.9
都道府県,25滋賀県,298,144,95.9,57.9,36,47.7,30.9,34.5,52,34.1,32.4,8.3,1.8,2.6,1.5
都道府県,26京都府,291,306,90.5,48.8,33.6,43.4,35.2,32.6,48.8,37.3,34.6,6.1,3.2,5.8,3.6
都道府県,27大阪府,227,978,93.5,50.1,32.6,40.8,28.9,32.9,49.5,25.9,32.7,6.2,0.7,3,3.5
都道府県,28兵庫県,270,603,92.4,59.5,32.1,44.1,36.1,40.1,54.5,33.4,41.3,9.5,1.3,4.3,3.4
都道府県,29奈良県,305,137,89,49.8,32.5,41.2,36.2,32.3,45.8,33.2,34.3,4.4,2.5,8.6,2.4
都道府県,30和歌山県,232,87,91.6,47.4,40.1,38.8,35.3,33,52.7,33.3,30.9,10.2,1.3,5.3,3.1
都道府県,31鳥取県,256,49,90.2,50.8,32,38.4,32.4,28,50.3,28.1,31.6,7.3,2.8,6,3.8
都道府県,32島根県,310,62,87.1,48.3,39.7,44.3,36.2,29.9,44.3,27.9,32.5,6.2,1.8,7.2,5.7
都道府県,33岡山県,296,194,92.6,52,39.6,41.7,31.6,34.4,49,27.2,27.2,5.2,1.7,4.3,3.1
都道府県,34広島県,313,312,93.6,53.6,38.7,39.8,28.1,29.4,52.1,32.7,36.3,5.6,2.1,3.5,2.9
都道府県,35山口県,285,137,90.1,43.4,37.4,38.8,36.4,29.7,45.9,26,27.8,6.3,2.7,7.6,2.3
都道府県,36徳島県,261,71,89.1,52,40.2,43.5,27.5,31,45,28.7,29.4,6.9,1.8,6.8,4.1
都道府県,37香川県,288,96,90,50.5,37.6,38.3,28.9,34.7,45.6,29.6,28,5,1.2,6.8,3.2
都道府県,38愛媛県,249,130,92.9,48.1,39.8,39,30.4,31.1,51.3,22.5,29.5,6.3,3.2,4.4,2.7
都道府県,39高知県,224,70,91,50.7,43.6,39.2,32.5,31.1,50.4,28.7,33.1,2.1,0.9,4.4,4.6
都道府県,40福岡県,282,576,89.3,52.5,35.8,35.4,34.4,38.6,52.2,30.1,40.6,8.2,2.1,7.2,3.5
都道府県,41佐賀県,299,74,89.2,46.1,35.2,33.8,31,31.3,47.4,28,30.3,3.9,0.5,7,3.8
都道府県,42長崎県,291,125,91.7,50.1,40.8,37.8,34,28.9,52.6,33.8,32.8,6.5,2,4.1,4.3
都道府県,43熊本県,245,160,89.1,48.9,45.1,35.1,35.7,39.4,52.7,32.5,37.6,7.7,- ,4.9,6
都道府県,44大分県,246,110,85.4,49.1,38.1,40.2,32.6,33.3,40.9,29,29.7,4.7,3.2,8.5,6.1
都道府県,45宮崎県,222,106,93.8,45.5,38.5,38.8,32,29.9,47.6,30.5,32.2,8.8,3.3,4.5,1.7
都道府県,46鹿児島県,212,158,91,51,40.7,31.8,32.2,34.9,49.7,31.4,27.5,3.9,1.8,4.2,4.7
都道府県,47沖縄県,154,144,87.2,52,38.4,44,38.7,40.5,52.3,33.3,42.6,7.6,1.4,8.9,3.9
